AnalysisDate,Time Period,MMWRyear,MMWRweek,Weekending,RaceEthnicity,Sex,AgeGroup,Deaths (weighted),COVID19 (weighted),Deaths (unweighted),COVID19 (unweighted),Average number of deaths (weighted),Average number of deaths (unweighted),Number above average (weighted),Percent above average (weighted),Number above average (unweighted),Percent above average (unweighted),Footnote,Geography
01/16/2022,2021,2021,24,06/19/2021,All Race/Ethnicity Groups,All Sexes,85+,15304,323,15304,323,15304,15304,-120,-0.8,-120,-0.8,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,25,06/26/2021,All Race/Ethnicity Groups,All Sexes,85+,15493,273,15493,273,15493,15493,218,1.4,218,1.4,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,26,07/03/2021,All Race/Ethnicity Groups,All Sexes,85+,15472,273,15472,273,15472,15472,255,1.7,255,1.7,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,27,07/10/2021,All Race/Ethnicity Groups,All Sexes,85+,15409,284,15409,284,15409,15409,225,1.5,225,1.5,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,28,07/17/2021,All Race/Ethnicity Groups,All Sexes,85+,15404,307,15404,307,15404,15404,234,1.5,234,1.5,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,29,07/24/2021,All Race/Ethnicity Groups,All Sexes,85+,15847,478,15806,476,15847,15806,781,5.2,740,4.9,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,30,07/31/2021,All Race/Ethnicity Groups,All Sexes,85+,16123,645,16025,642,16123,16025,1167,7.8,1069,7.1,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,31,08/07/2021,All Race/Ethnicity Groups,All Sexes,85+,16767,998,16663,994,16767,16663,1848,12.4,1744,11.7,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,32,08/14/2021,All Race/Ethnicity Groups,All Sexes,85+,17094,1421,16986,1415,17094,16986,2046,13.6,1938,12.9,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,33,08/21/2021,All Race/Ethnicity Groups,All Sexes,85+,17794,1794,17680,1784,17794,17680,2793,18.6,2679,17.9,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,34,08/28/2021,All Race/Ethnicity Groups,All Sexes,85+,17929,1969,17808,1956,17929,17808,2926,19.5,2805,18.7,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,35,09/04/2021,All Race/Ethnicity Groups,All Sexes,85+,18095,2104,17968,2089,18095,17968,3010,20,2883,19.1,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,36,09/11/2021,All Race/Ethnicity Groups,All Sexes,85+,18093,2142,17960,2128,18093,17960,2948,19.5,2815,18.6,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,37,09/18/2021,All Race/Ethnicity Groups,All Sexes,85+,18269,2123,18120,2108,18269,18120,2815,18.2,2666,17.3,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,38,09/25/2021,All Race/Ethnicity Groups,All Sexes,85+,17923,1985,17756,1970,17923,17756,2371,15.2,2204,14.2,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,39,10/02/2021,All Race/Ethnicity Groups,All Sexes,85+,18123,1837,17935,1822,18123,17935,2583,16.6,2395,15.4,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,40,10/09/2021,All Race/Ethnicity Groups,All Sexes,85+,17805,1742,17611,1728,17805,17611,2019,12.8,1825,11.6,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,41,10/16/2021,All Race/Ethnicity Groups,All Sexes,85+,17740,1577,17531,1561,17740,17531,1802,11.3,1593,10,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,42,10/23/2021,All Race/Ethnicity Groups,All Sexes,85+,17798,1555,17566,1536,17798,17566,1588,9.8,1356,8.4,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,43,10/30/2021,All Race/Ethnicity Groups,All Sexes,85+,17983,1398,17720,1379,17983,17720,1732,10.7,1469,9,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,44,11/06/2021,All Race/Ethnicity Groups,All Sexes,85+,17958,1333,17660,1311,17958,17660,1559,9.5,1261,7.7,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,45,11/13/2021,All Race/Ethnicity Groups,All Sexes,85+,18555,1424,18189,1394,18555,18189,2110,12.8,1744,10.6,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,46,11/20/2021,All Race/Ethnicity Groups,All Sexes,85+,18246,1390,17812,1354,18246,17812,1429,8.5,995,5.9,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,47,11/27/2021,All Race/Ethnicity Groups,All Sexes,85+,18661,1537,18061,1482,18661,18061,1804,10.7,1204,7.1,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,48,12/04/2021,All Race/Ethnicity Groups,All Sexes,85+,19210,1685,18442,1614,19210,18442,2196,12.9,1428,8.4,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,49,12/11/2021,All Race/Ethnicity Groups,All Sexes,85+,19343,1784,18373,1693,19343,18373,1940,11.1,970,5.6,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,50,12/18/2021,All Race/Ethnicity Groups,All Sexes,85+,18541,1793,17337,1671,18541,17337,874,4.9,-330,-1.9,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,51,12/25/2021,All Race/Ethnicity Groups,All Sexes,85+,17722,1642,15889,1471,17722,15889,-158,-0.9,-1991,-11.1,Data may be incomplete in recent weeks.,United States
01/16/2022,2021,2021,52,01/01/2022,All Race/Ethnicity Groups,All Sexes,85+,16732,1673,13499,1346,16732,13499,-1349,-7.5,-4582,-25.3,Data may be incomplete in recent weeks.,United States
01/16/2022,2015-2019,2015,1,01/10/2015,All Race/Ethnicity Groups,All Sexes,All Ages,61882,0,61882,0,60499,60499,,,,,,United States
01/16/2022,2015-2019,2015,2,01/17/2015,All Race/Ethnicity Groups,All Sexes,All Ages,61267,0,61267,0,60844,60844,,,,,,United States
01/16/2022,2015-2019,2015,3,01/24/2015,All Race/Ethnicity Groups,All Sexes,All Ages,58743,0,58743,0,59329,59329,,,,,,United States
01/16/2022,2015-2019,2015,4,01/31/2015,All Race/Ethnicity Groups,All Sexes,All Ages,57386,0,57386,0,58446,58446,,,,,,United States
01/16/2022,2015-2019,2015,5,02/07/2015,All Race/Ethnicity Groups,All Sexes,All Ages,57398,0,57398,0,58067,58067,,,,,,United States
01/16/2022,2015-2019,2015,6,02/14/2015,All Race/Ethnicity Groups,All Sexes,All Ages,56520,0,56520,0,58161,58161,,,,,,United States
01/16/2022,2015-2019,2015,7,02/21/2015,All Race/Ethnicity Groups,All Sexes,All Ages,56467,0,56467,0,57801,57801,,,,,,United States
01/16/2022,2015-2019,2015,8,02/28/2015,All Race/Ethnicity Groups,All Sexes,All Ages,55772,0,55772,0,57041,57041,,,,,,United States
01/16/2022,2015-2019,2015,9,03/07/2015,All Race/Ethnicity Groups,All Sexes,All Ages,55831,0,55831,0,56817,56817,,,,,,United States
01/16/2022,2015-2019,2015,10,03/14/2015,All Race/Ethnicity Groups,All Sexes,All Ages,55382,0,55382,0,57021,57021,,,,,,United States
01/16/2022,2015-2019,2015,11,03/21/2015,All Race/Ethnicity Groups,All Sexes,All Ages,54375,0,54375,0,56039,56039,,,,,,United States
01/16/2022,2015-2019,2015,12,03/28/2015,All Race/Ethnicity Groups,All Sexes,All Ages,53341,0,53341,0,55682,55682,,,,,,United States
01/16/2022,2015-2019,2015,13,04/04/2015,All Race/Ethnicity Groups,All Sexes,All Ages,53127,0,53127,0,54952,54952,,,,,,United States
01/16/2022,2015-2019,2015,14,04/11/2015,All Race/Ethnicity Groups,All Sexes,All Ages,52791,0,52791,0,54874,54874,,,,,,United States
01/16/2022,2015-2019,2015,15,04/18/2015,All Race/Ethnicity Groups,All Sexes,All Ages,52947,0,52947,0,54502,54502,,,,,,United States
01/16/2022,2015-2019,2015,16,04/25/2015,All Race/Ethnicity Groups,All Sexes,All Ages,51709,0,51709,0,53376,53376,,,,,,United States
01/16/2022,2015-2019,2015,17,05/02/2015,All Race/Ethnicity Groups,All Sexes,All Ages,51585,0,51585,0,52754,52754,,,,,,United States
01/16/2022,2015-2019,2015,18,05/09/2015,All Race/Ethnicity Groups,All Sexes,All Ages,51748,0,51748,0,52774,52774,,,,,,United States
01/16/2022,2015-2019,2015,19,05/16/2015,All Race/Ethnicity Groups,All Sexes,All Ages,50775,0,50775,0,51956,51956,,,,,,United States
01/16/2022,2015-2019,2015,20,05/23/2015,All Race/Ethnicity Groups,All Sexes,All Ages,49434,0,49434,0,51399,51399,,,,,,United States
01/16/2022,2015-2019,2015,21,05/30/2015,All Race/Ethnicity Groups,All Sexes,All Ages,49823,0,49823,0,51279,51279,,,,,,United States
01/16/2022,2015-2019,2015,22,06/06/2015,All Race/Ethnicity Groups,All Sexes,All Ages,49141,0,49141,0,50871,50871,,,,,,United States
01/16/2022,2015-2019,2015,23,06/13/2015,All Race/Ethnicity Groups,All Sexes,All Ages,49855,0,49855,0,51367,51367,,,,,,United States
01/16/2022,2015-2019,2015,24,06/20/2015,All Race/Ethnicity Groups,All Sexes,All Ages,49229,0,49229,0,50894,50894,,,,,,United States
01/16/2022,2015-2019,2015,25,06/27/2015,All Race/Ethnicity Groups,All Sexes,All Ages,49169,0,49169,0,50770,50770,,,,,,United States
01/16/2022,2015-2019,2015,26,07/04/2015,All Race/Ethnicity Groups,All Sexes,All Ages,49347,0,49347,0,50652,50652,,,,,,United States
01/16/2022,2015-2019,2015,27,07/11/2015,All Race/Ethnicity Groups,All Sexes,All Ages,49026,0,49026,0,50845,50845,,,,,,United States
01/16/2022,2015-2019,2015,28,07/18/2015,All Race/Ethnicity Groups,All Sexes,All Ages,49345,0,49345,0,50523,50523,,,,,,United States
01/16/2022,2015-2019,2015,29,07/25/2015,All Race/Ethnicity Groups,All Sexes,All Ages,48663,0,48663,0,50160,50160,,,,,,United States
01/16/2022,2015-2019,2015,30,08/01/2015,All Race/Ethnicity Groups,All Sexes,All Ages,48390,0,48390,0,49982,49982,,,,,,United States
01/16/2022,2015-2019,2015,31,08/08/2015,All Race/Ethnicity Groups,All Sexes,All Ages,47871,0,47871,0,50015,50015,,,,,,United States
01/16/2022,2015-2019,2015,32,08/15/2015,All Race/Ethnicity Groups,All Sexes,All Ages,48076,0,48076,0,50252,50252,,,,,,United States
01/16/2022,2015-2019,2015,33,08/22/2015,All Race/Ethnicity Groups,All Sexes,All Ages,48557,0,48557,0,50066,50066,,,,,,United States
01/16/2022,2015-2019,2015,34,08/29/2015,All Race/Ethnicity Groups,All Sexes,All Ages,48623,0,48623,0,49923,49923,,,,,,United States
01/16/2022,2015-2019,2015,35,09/05/2015,All Race/Ethnicity Groups,All Sexes,All Ages,48827,0,48827,0,50303,50303,,,,,,United States
01/16/2022,2015-2019,2015,36,09/12/2015,All Race/Ethnicity Groups,All Sexes,All Ages,48897,0,48897,0,50519,50519,,,,,,United States
01/16/2022,2015-2019,2015,37,09/19/2015,All Race/Ethnicity Groups,All Sexes,All Ages,48939,0,48939,0,50752,50752,,,,,,United States
01/16/2022,2015-2019,2015,38,09/26/2015,All Race/Ethnicity Groups,All Sexes,All Ages,49336,0,49336,0,50861,50861,,,,,,United States
01/16/2022,2015-2019,2015,39,10/03/2015,All Race/Ethnicity Groups,All Sexes,All Ages,48927,0,48927,0,50946,50946,,,,,,United States
01/16/2022,2015-2019,2015,40,10/10/2015,All Race/Ethnicity Groups,All Sexes,All Ages,51052,0,51052,0,51996,51996,,,,,,United States
01/16/2022,2015-2019,2015,41,10/17/2015,All Race/Ethnicity Groups,All Sexes,All Ages,49943,0,49943,0,51818,51818,,,,,,United States
01/16/2022,2015-2019,2015,42,10/24/2015,All Race/Ethnicity Groups,All Sexes,All Ages,50765,0,50765,0,52447,52447,,,,,,United States
01/16/2022,2015-2019,2015,43,10/31/2015,All Race/Ethnicity Groups,All Sexes,All Ages,50480,0,50480,0,52632,52632,,,,,,United States
01/16/2022,2015-2019,2015,44,11/07/2015,All Race/Ethnicity Groups,All Sexes,All Ages,51280,0,51280,0,52990,52990,,,,,,United States
01/16/2022,2015-2019,2015,45,11/14/2015,All Race/Ethnicity Groups,All Sexes,All Ages,50753,0,50753,0,53254,53254,,,,,,United States
01/16/2022,2015-2019,2015,46,11/21/2015,All Race/Ethnicity Groups,All Sexes,All Ages,51495,0,51495,0,53962,53962,,,,,,United States
01/16/2022,2015-2019,2015,47,11/28/2015,All Race/Ethnicity Groups,All Sexes,All Ages,51300,0,51300,0,54012,54012,,,,,,United States
01/16/2022,2015-2019,2015,48,12/05/2015,All Race/Ethnicity Groups,All Sexes,All Ages,52094,0,52094,0,54485,54485,,,,,,United States
01/16/2022,2015-2019,2015,49,12/12/2015,All Race/Ethnicity Groups,All Sexes,All Ages,53654,0,53654,0,55632,55632,,,,,,United States
01/16/2022,2015-2019,2015,50,12/19/2015,All Race/Ethnicity Groups,All Sexes,All Ages,51962,0,51962,0,55983,55983,,,,,,United States
01/16/2022,2015-2019,2015,51,12/26/2015,All Race/Ethnicity Groups,All Sexes,All Ages,52876,0,52876,0,56723,56723,,,,,,United States
01/16/2022,2015-2019,2015,52,01/02/2016,All Race/Ethnicity Groups,All Sexes,All Ages,52637,0,52637,0,57288,57288,,,,,,United States
01/16/2022,2015-2019,2016,1,01/09/2016,All Race/Ethnicity Groups,All Sexes,All Ages,55933,0,55933,0,60499,60499,,,,,,United States
01/16/2022,2015-2019,2016,2,01/16/2016,All Race/Ethnicity Groups,All Sexes,All Ages,55660,0,55660,0,60844,60844,,,,,,United States
01/16/2022,2015-2019,2016,3,01/23/2016,All Race/Ethnicity Groups,All Sexes,All Ages,55285,0,55285,0,59329,59329,,,,,,United States
01/16/2022,2015-2019,2016,4,01/30/2016,All Race/Ethnicity Groups,All Sexes,All Ages,55714,0,55714,0,58446,58446,,,,,,United States
01/16/2022,2015-2019,2016,5,02/06/2016,All Race/Ethnicity Groups,All Sexes,All Ages,55001,0,55001,0,58067,58067,,,,,,United States
01/16/2022,2015-2019,2016,6,02/13/2016,All Race/Ethnicity Groups,All Sexes,All Ages,55227,0,55227,0,58161,58161,,,,,,United States
01/16/2022,2015-2019,2016,7,02/20/2016,All Race/Ethnicity Groups,All Sexes,All Ages,55895,0,55895,0,57801,57801,,,,,,United States
01/16/2022,2015-2019,2016,8,02/27/2016,All Race/Ethnicity Groups,All Sexes,All Ages,54983,0,54983,0,57041,57041,,,,,,United States
01/16/2022,2015-2019,2016,9,03/05/2016,All Race/Ethnicity Groups,All Sexes,All Ages,55991,0,55991,0,56817,56817,,,,,,United States
01/16/2022,2015-2019,2016,10,03/12/2016,All Race/Ethnicity Groups,All Sexes,All Ages,56232,0,56232,0,57021,57021,,,,,,United States
01/16/2022,2015-2019,2016,11,03/19/2016,All Race/Ethnicity Groups,All Sexes,All Ages,54555,0,54555,0,56039,56039,,,,,,United States
01/16/2022,2015-2019,2016,12,03/26/2016,All Race/Ethnicity Groups,All Sexes,All Ages,54775,0,54775,0,55682,55682,,,,,,United States
01/16/2022,2015-2019,2016,13,04/02/2016,All Race/Ethnicity Groups,All Sexes,All Ages,53986,0,53986,0,54952,54952,,,,,,United States
01/16/2022,2015-2019,2016,14,04/09/2016,All Race/Ethnicity Groups,All Sexes,All Ages,54179,0,54179,0,54874,54874,,,,,,United States
01/16/2022,2015-2019,2016,15,04/16/2016,All Race/Ethnicity Groups,All Sexes,All Ages,53603,0,53603,0,54502,54502,,,,,,United States
01/16/2022,2015-2019,2016,16,04/23/2016,All Race/Ethnicity Groups,All Sexes,All Ages,53260,0,53260,0,53376,53376,,,,,,United States
01/16/2022,2015-2019,2016,17,04/30/2016,All Race/Ethnicity Groups,All Sexes,All Ages,51164,0,51164,0,52754,52754,,,,,,United States
01/16/2022,2015-2019,2016,18,05/07/2016,All Race/Ethnicity Groups,All Sexes,All Ages,51378,0,51378,0,52774,52774,,,,,,United States
01/16/2022,2015-2019,2016,19,05/14/2016,All Race/Ethnicity Groups,All Sexes,All Ages,51112,0,51112,0,51956,51956,,,,,,United States
01/16/2022,2015-2019,2016,20,05/21/2016,All Race/Ethnicity Groups,All Sexes,All Ages,50563,0,50563,0,51399,51399,,,,,,United States
01/16/2022,2015-2019,2016,21,05/28/2016,All Race/Ethnicity Groups,All Sexes,All Ages,50591,0,50591,0,51279,51279,,,,,,United States
01/16/2022,2015-2019,2016,22,06/04/2016,All Race/Ethnicity Groups,All Sexes,All Ages,49823,0,49823,0,50871,50871,,,,,,United States
01/16/2022,2015-2019,2016,23,06/11/2016,All Race/Ethnicity Groups,All Sexes,All Ages,50031,0,50031,0,51367,51367,,,,,,United States
01/16/2022,2015-2019,2016,24,06/18/2016,All Race/Ethnicity Groups,All Sexes,All Ages,50002,0,50002,0,50894,50894,,,,,,United States
01/16/2022,2015-2019,2016,25,06/25/2016,All Race/Ethnicity Groups,All Sexes,All Ages,49723,0,49723,0,50770,50770,,,,,,United States
01/16/2022,2015-2019,2016,26,07/02/2016,All Race/Ethnicity Groups,All Sexes,All Ages,49854,0,49854,0,50652,50652,,,,,,United States
01/16/2022,2015-2019,2016,27,07/09/2016,All Race/Ethnicity Groups,All Sexes,All Ages,49795,0,49795,0,50845,50845,,,,,,United States
01/16/2022,2015-2019,2016,28,07/16/2016,All Race/Ethnicity Groups,All Sexes,All Ages,49734,0,49734,0,50523,50523,,,,,,United States
01/16/2022,2015-2019,2016,29,07/23/2016,All Race/Ethnicity Groups,All Sexes,All Ages,49382,0,49382,0,50160,50160,,,,,,United States
01/16/2022,2015-2019,2016,30,07/30/2016,All Race/Ethnicity Groups,All Sexes,All Ages,49803,0,49803,0,49982,49982,,,,,,United States
01/16/2022,2015-2019,2016,31,08/06/2016,All Race/Ethnicity Groups,All Sexes,All Ages,49647,0,49647,0,50015,50015,,,,,,United States
01/16/2022,2015-2019,2016,32,08/13/2016,All Race/Ethnicity Groups,All Sexes,All Ages,49837,0,49837,0,50252,50252,,,,,,United States
01/16/2022,2015-2019,2016,33,08/20/2016,All Race/Ethnicity Groups,All Sexes,All Ages,49922,0,49922,0,50066,50066,,,,,,United States
01/16/2022,2015-2019,2016,34,08/27/2016,All Race/Ethnicity Groups,All Sexes,All Ages,49610,0,49610,0,49923,49923,,,,,,United States
01/16/2022,2015-2019,2016,35,09/03/2016,All Race/Ethnicity Groups,All Sexes,All Ages,49691,0,49691,0,50303,50303,,,,,,United States
01/16/2022,2015-2019,2016,36,09/10/2016,All Race/Ethnicity Groups,All Sexes,All Ages,50201,0,50201,0,50519,50519,,,,,,United States
01/16/2022,2015-2019,2016,37,09/17/2016,All Race/Ethnicity Groups,All Sexes,All Ages,50038,0,50038,0,50752,50752,,,,,,United States
01/16/2022,2015-2019,2016,38,09/24/2016,All Race/Ethnicity Groups,All Sexes,All Ages,49995,0,49995,0,50861,50861,,,,,,United States
01/16/2022,2015-2019,2016,39,10/01/2016,All Race/Ethnicity Groups,All Sexes,All Ages,50371,0,50371,0,50946,50946,,,,,,United States
01/16/2022,2015-2019,2016,40,10/08/2016,All Race/Ethnicity Groups,All Sexes,All Ages,51523,0,51523,0,51996,51996,,,,,,United States
01/16/2022,2015-2019,2016,41,10/15/2016,All Race/Ethnicity Groups,All Sexes,All Ages,52251,0,52251,0,51818,51818,,,,,,United States
01/16/2022,2015-2019,2016,42,10/22/2016,All Race/Ethnicity Groups,All Sexes,All Ages,51565,0,51565,0,52447,52447,,,,,,United States
01/16/2022,2015-2019,2016,43,10/29/2016,All Race/Ethnicity Groups,All Sexes,All Ages,51971,0,51971,0,52632,52632,,,,,,United States
01/16/2022,2015-2019,2016,44,11/05/2016,All Race/Ethnicity Groups,All Sexes,All Ages,51865,0,51865,0,52990,52990,,,,,,United States
01/16/2022,2015-2019,2016,45,11/12/2016,All Race/Ethnicity Groups,All Sexes,All Ages,52639,0,52639,0,53254,53254,,,,,,United States
01/16/2022,2015-2019,2016,46,11/19/2016,All Race/Ethnicity Groups,All Sexes,All Ages,53553,0,53553,0,53962,53962,,,,,,United States
01/16/2022,2015-2019,2016,47,11/26/2016,All Race/Ethnicity Groups,All Sexes,All Ages,53236,0,53236,0,54012,54012,,,,,,United States
01/16/2022,2015-2019,2016,48,12/03/2016,All Race/Ethnicity Groups,All Sexes,All Ages,54619,0,54619,0,54485,54485,,,,,,United States
01/16/2022,2015-2019,2016,49,12/10/2016,All Race/Ethnicity Groups,All Sexes,All Ages,55246,0,55246,0,55632,55632,,,,,,United States
01/16/2022,2015-2019,2016,50,12/17/2016,All Race/Ethnicity Groups,All Sexes,All Ages,56110,0,56110,0,55983,55983,,,,,,United States
01/16/2022,2015-2019,2016,51,12/24/2016,All Race/Ethnicity Groups,All Sexes,All Ages,56818,0,56818,0,56723,56723,,,,,,United States
01/16/2022,2015-2019,2016,52,12/31/2016,All Race/Ethnicity Groups,All Sexes,All Ages,57771,0,57771,0,57288,57288,,,,,,United States
01/16/2022,2015-2019,2017,1,01/07/2017,All Race/Ethnicity Groups,All Sexes,All Ages,59898,0,59898,0,60499,60499,,,,,,United States
01/16/2022,2015-2019,2017,2,01/14/2017,All Race/Ethnicity Groups,All Sexes,All Ages,61113,0,61113,0,60844,60844,,,,,,United States
01/16/2022,2015-2019,2017,3,01/21/2017,All Race/Ethnicity Groups,All Sexes,All Ages,59444,0,59444,0,59329,59329,,,,,,United States
01/16/2022,2015-2019,2017,4,01/28/2017,All Race/Ethnicity Groups,All Sexes,All Ages,58176,0,58176,0,58446,58446,,,,,,United States
01/16/2022,2015-2019,2017,5,02/04/2017,All Race/Ethnicity Groups,All Sexes,All Ages,58535,0,58535,0,58067,58067,,,,,,United States
01/16/2022,2015-2019,2017,6,02/11/2017,All Race/Ethnicity Groups,All Sexes,All Ages,59161,0,59161,0,58161,58161,,,,,,United States
01/16/2022,2015-2019,2017,7,02/18/2017,All Race/Ethnicity Groups,All Sexes,All Ages,58590,0,58590,0,57801,57801,,,,,,United States
01/16/2022,2015-2019,2017,8,02/25/2017,All Race/Ethnicity Groups,All Sexes,All Ages,58384,0,58384,0,57041,57041,,,,,,United States
01/16/2022,2015-2019,2017,9,03/04/2017,All Race/Ethnicity Groups,All Sexes,All Ages,57358,0,57358,0,56817,56817,,,,,,United States
01/16/2022,2015-2019,2017,10,03/11/2017,All Race/Ethnicity Groups,All Sexes,All Ages,57595,0,57595,0,57021,57021,,,,,,United States
01/16/2022,2015-2019,2017,11,03/18/2017,All Race/Ethnicity Groups,All Sexes,All Ages,56779,0,56779,0,56039,56039,,,,,,United States
01/16/2022,2015-2019,2017,12,03/25/2017,All Race/Ethnicity Groups,All Sexes,All Ages,57161,0,57161,0,55682,55682,,,,,,United States
01/16/2022,2015-2019,2017,13,04/01/2017,All Race/Ethnicity Groups,All Sexes,All Ages,55825,0,55825,0,54952,54952,,,,,,United States
01/16/2022,2015-2019,2017,14,04/08/2017,All Race/Ethnicity Groups,All Sexes,All Ages,55267,0,55267,0,54874,54874,,,,,,United States
01/16/2022,2015-2019,2017,15,04/15/2017,All Race/Ethnicity Groups,All Sexes,All Ages,54969,0,54969,0,54502,54502,,,,,,United States
01/16/2022,2015-2019,2017,16,04/22/2017,All Race/Ethnicity Groups,All Sexes,All Ages,53167,0,53167,0,53376,53376,,,,,,United States
01/16/2022,2015-2019,2017,17,04/29/2017,All Race/Ethnicity Groups,All Sexes,All Ages,53404,0,53404,0,52754,52754,,,,,,United States
01/16/2022,2015-2019,2017,18,05/06/2017,All Race/Ethnicity Groups,All Sexes,All Ages,52752,0,52752,0,52774,52774,,,,,,United States
01/16/2022,2015-2019,2017,19,05/13/2017,All Race/Ethnicity Groups,All Sexes,All Ages,52076,0,52076,0,51956,51956,,,,,,United States
01/16/2022,2015-2019,2017,20,05/20/2017,All Race/Ethnicity Groups,All Sexes,All Ages,52574,0,52574,0,51399,51399,,,,,,United States
01/16/2022,2015-2019,2017,21,05/27/2017,All Race/Ethnicity Groups,All Sexes,All Ages,51098,0,51098,0,51279,51279,,,,,,United States
01/16/2022,2015-2019,2017,22,06/03/2017,All Race/Ethnicity Groups,All Sexes,All Ages,51369,0,51369,0,50871,50871,,,,,,United States
01/16/2022,2015-2019,2017,23,06/10/2017,All Race/Ethnicity Groups,All Sexes,All Ages,51524,0,51524,0,51367,51367,,,,,,United States
01/16/2022,2015-2019,2017,24,06/17/2017,All Race/Ethnicity Groups,All Sexes,All Ages,50932,0,50932,0,50894,50894,,,,,,United States
01/16/2022,2015-2019,2017,25,06/24/2017,All Race/Ethnicity Groups,All Sexes,All Ages,51315,0,51315,0,50770,50770,,,,,,United States
01/16/2022,2015-2019,2017,26,07/01/2017,All Race/Ethnicity Groups,All Sexes,All Ages,50741,0,50741,0,50652,50652,,,,,,United States
01/16/2022,2015-2019,2017,27,07/08/2017,All Race/Ethnicity Groups,All Sexes,All Ages,51089,0,51089,0,50845,50845,,,,,,United States
01/16/2022,2015-2019,2017,28,07/15/2017,All Race/Ethnicity Groups,All Sexes,All Ages,50120,0,50120,0,50523,50523,,,,,,United States
01/16/2022,2015-2019,2017,29,07/22/2017,All Race/Ethnicity Groups,All Sexes,All Ages,50227,0,50227,0,50160,50160,,,,,,United States
01/16/2022,2015-2019,2017,30,07/29/2017,All Race/Ethnicity Groups,All Sexes,All Ages,49492,0,49492,0,49982,49982,,,,,,United States
01/16/2022,2015-2019,2017,31,08/05/2017,All Race/Ethnicity Groups,All Sexes,All Ages,50208,0,50208,0,50015,50015,,,,,,United States
01/16/2022,2015-2019,2017,32,08/12/2017,All Race/Ethnicity Groups,All Sexes,All Ages,50361,0,50361,0,50252,50252,,,,,,United States
01/16/2022,2015-2019,2017,33,08/19/2017,All Race/Ethnicity Groups,All Sexes,All Ages,50296,0,50296,0,50066,50066,,,,,,United States
01/16/2022,2015-2019,2017,34,08/26/2017,All Race/Ethnicity Groups,All Sexes,All Ages,49658,0,49658,0,49923,49923,,,,,,United States
01/16/2022,2015-2019,2017,35,09/02/2017,All Race/Ethnicity Groups,All Sexes,All Ages,50958,0,50958,0,50303,50303,,,,,,United States
01/16/2022,2015-2019,2017,36,09/09/2017,All Race/Ethnicity Groups,All Sexes,All Ages,51109,0,51109,0,50519,50519,,,,,,United States
01/16/2022,2015-2019,2017,37,09/16/2017,All Race/Ethnicity Groups,All Sexes,All Ages,51818,0,51818,0,50752,50752,,,,,,United States
01/16/2022,2015-2019,2017,38,09/23/2017,All Race/Ethnicity Groups,All Sexes,All Ages,51353,0,51353,0,50861,50861,,,,,,United States
01/16/2022,2015-2019,2017,39,09/30/2017,All Race/Ethnicity Groups,All Sexes,All Ages,51461,0,51461,0,50946,50946,,,,,,United States
01/16/2022,2015-2019,2017,40,10/07/2017,All Race/Ethnicity Groups,All Sexes,All Ages,52235,0,52235,0,51996,51996,,,,,,United States
01/16/2022,2015-2019,2017,41,10/14/2017,All Race/Ethnicity Groups,All Sexes,All Ages,51702,0,51702,0,51818,51818,,,,,,United States
01/16/2022,2015-2019,2017,42,10/21/2017,All Race/Ethnicity Groups,All Sexes,All Ages,52356,0,52356,0,52447,52447,,,,,,United States
01/16/2022,2015-2019,2017,43,10/28/2017,All Race/Ethnicity Groups,All Sexes,All Ages,52671,0,52671,0,52632,52632,,,,,,United States
01/16/2022,2015-2019,2017,44,11/04/2017,All Race/Ethnicity Groups,All Sexes,All Ages,53822,0,53822,0,52990,52990,,,,,,United States
01/16/2022,2015-2019,2017,45,11/11/2017,All Race/Ethnicity Groups,All Sexes,All Ages,53384,0,53384,0,53254,53254,,,,,,United States
